,cell_ontology_class,cell_ontology_id,tissue,free_annotation,id,term,other_ids,other_terms
430,kidney collecting duct principal cell,CL:1000454,Kidney,kidney collecting duct principal cell,CL:1001431,kidney collecting duct principal cell,CL:1000714;CL:1000716;CL:1000718,kidney cortex collecting duct principal cell;kidney outer medulla collecting duct principal cell;kidney inner medulla collecting duct principal cell
431,kidney collecting duct principal cell,,Kidney,kidney collecting duct principal cell,CL:1001431,kidney collecting duct principal cell,CL:1000714;CL:1000716;CL:1000718,kidney cortex collecting duct principal cell;kidney outer medulla collecting duct principal cell;kidney inner medulla collecting duct principal cell
432,kidney collecting duct principal cell,CL:0000115,Kidney,kidney collecting duct principal cell,CL:1001431,kidney collecting duct principal cell,CL:1000714;CL:1000716;CL:1000718,kidney cortex collecting duct principal cell;kidney outer medulla collecting duct principal cell;kidney inner medulla collecting duct principal cell
433,kidney collecting duct principal cell,CL:0002306,Kidney,kidney collecting duct principal cell,CL:1001431,kidney collecting duct principal cell,CL:1000714;CL:1000716;CL:1000718,kidney cortex collecting duct principal cell;kidney outer medulla collecting duct principal cell;kidney inner medulla collecting duct principal cell
434,kidney interstitial fibroblast,,Kidney,kidney interstitial fibroblast,CL:1000692,kidney interstitial fibroblast,,
435,kidney loop of Henle ascending limb epithelial cell,,Kidney,kidney loop of Henle ascending limb epithelial cell,CL:1001016,kidney loop of Henle ascending limb epithelial cell,CL:1001106;CL:1001108;CL:1001107;CL:1001109,kidney loop of Henle thick ascending limb epithelial cell;kidney loop of Henle medullary thick ascending limb epithelial cell;kidney loop of Henle thin ascending limb epithelial cell;kidney loop of Henle cortical thick ascending limb epithelial cell
436,kidney loop of Henle ascending limb epithelial cell,CL:1000454,Kidney,kidney loop of Henle ascending limb epithelial cell,CL:1001016,kidney loop of Henle ascending limb epithelial cell,CL:1001106;CL:1001108;CL:1001107;CL:1001109,kidney loop of Henle thick ascending limb epithelial cell;kidney loop of Henle medullary thick ascending limb epithelial cell;kidney loop of Henle thin ascending limb epithelial cell;kidney loop of Henle cortical thick ascending limb epithelial cell
437,large intestine goblet cell,,Large_Intestine,"Goblet cell, top of crypt (Distal)",CL:1000320,large intestine goblet cell,CL:1000321,large intestine crypt goblet cell
438,large intestine goblet cell,CL:0002071,Large_Intestine,"Goblet cell, top of crypt (Distal)",CL:1000320,large intestine goblet cell,CL:1000321,large intestine crypt goblet cell
439,large intestine goblet cell,,Large_Intestine,,CL:1000320,large intestine goblet cell,CL:1000321,large intestine crypt goblet cell
440,large intestine goblet cell,CL:1000320,Large_Intestine,,CL:1000320,large intestine goblet cell,CL:1000321,large intestine crypt goblet cell
441,large intestine goblet cell,CL:1000320,Large_Intestine,"Goblet cell, top of crypt (Distal)",CL:1000320,large intestine goblet cell,CL:1000321,large intestine crypt goblet cell
442,large intestine goblet cell,CL:0002253,Large_Intestine,,CL:1000320,large intestine goblet cell,CL:1000321,large intestine crypt goblet cell
443,large intestine goblet cell,CL:0002253,Large_Intestine,"Goblet cell, top of crypt (Distal)",CL:1000320,large intestine goblet cell,CL:1000321,large intestine crypt goblet cell
444,large intestine goblet cell,CL:0002071,Large_Intestine,,CL:1000320,large intestine goblet cell,CL:1000321,large intestine crypt goblet cell
445,late pro-B cell,,Marrow,late pro B cell,CL:0002048,late pro-B cell,,
446,late pro-B cell,CL:0000817,Marrow,late pro B cell,CL:0002048,late pro-B cell,,
447,late pro-B cell,CL:0002048,Marrow,late pro B cell,CL:0002048,late pro-B cell,,
448,leukocyte,,Lung,Proliferating Immune,CL:0000738,leukocyte,,
449,leukocyte,CL:0000738,Pancreas,,CL:0000738,leukocyte,,
450,leukocyte,,Pancreas,,CL:0000738,leukocyte,,
451,leukocyte,CL:0000860,Lung,Proliferating Immune,CL:0000738,leukocyte,,
452,luminal epithelial cell of mammary gland,CL:0000646,Mammary_Gland,luminal progenitor cell,CL:0002326,luminal epithelial cell of mammary gland,CL:0002325,mammary alveolar cell
453,luminal epithelial cell of mammary gland,,Mammary_Gland,luminal progenitor cell,CL:0002326,luminal epithelial cell of mammary gland,CL:0002325,mammary alveolar cell
454,luminal epithelial cell of mammary gland,CL:0002326,Mammary_Gland,luminal progenitor cell,CL:0002326,luminal epithelial cell of mammary gland,CL:0002325,mammary alveolar cell
455,luminal epithelial cell of mammary gland,,Mammary_Gland,luminal epithelial cell of mammary gland,CL:0002326,luminal epithelial cell of mammary gland,CL:0002325,mammary alveolar cell
456,luminal epithelial cell of mammary gland,,Mammary_Gland,luminal epithelial cell of mammary gland,CL:0002326,luminal epithelial cell of mammary gland,CL:0002325,mammary alveolar cell
457,luminal epithelial cell of mammary gland,CL:0002326,Mammary_Gland,luminal epithelial cell of mammary gland,CL:0002326,luminal epithelial cell of mammary gland,CL:0002325,mammary alveolar cell
458,luminal epithelial cell of mammary gland,,Mammary_Gland,luminal progenitor cell,CL:0002326,luminal epithelial cell of mammary gland,CL:0002325,mammary alveolar cell
459,lung macrophage,,Lung,Interstitial Macrophage,CL:1001603,lung macrophage,,
460,lung macrophage,CL:0000860,Lung,Interstitial Macrophage,CL:1001603,lung macrophage,,
461,lung neuroendocrine cell,,Lung,Neuroendocrine,CL:1000223,lung neuroendocrine cell,,
462,lymphocyte,,Lung,Alox5+ Lymphocyte,CL:0000542,lymphocyte,CL:0001200;CL:0000945;CL:0009018,"lymphocyte of B lineage, CD19-positive;lymphocyte of B lineage;lymphocyte of large intestine lamina propria"
463,lymphocyte,CL:0000084,Lung,Alox5+ Lymphocyte,CL:0000542,lymphocyte,CL:0001200;CL:0000945;CL:0009018,"lymphocyte of B lineage, CD19-positive;lymphocyte of B lineage;lymphocyte of large intestine lamina propria"
464,lymphoid progenitor cell,,Marrow,common lymphoid progenitor cell,CL:0000838,lymphoid lineage restricted progenitor cell,CL:0001028;CL:0001027,CD7-positive lymphoid progenitor cell;CD7-negative lymphoid progenitor cell
465,macrophage,,MAT,,CL:0000235,macrophage,CL:0002009,macrophage dendritic cell progenitor
466,macrophage,CL:0000145,Aorta,,CL:0000235,macrophage,CL:0002009,macrophage dendritic cell progenitor
467,macrophage,CL:0000557,Marrow,CD4+ macrophage,CL:0000235,macrophage,CL:0002009,macrophage dendritic cell progenitor
468,macrophage,CL:0000236,MAT,,CL:0000235,macrophage,CL:0002009,macrophage dendritic cell progenitor
469,macrophage,CL:0000066,Trachea,,CL:0000235,macrophage,CL:0002009,macrophage dendritic cell progenitor
470,macrophage,CL:0000738,Kidney,macrophage,CL:0000235,macrophage,CL:0002009,macrophage dendritic cell progenitor
471,macrophage,,Skin,,CL:0000235,macrophage,CL:0002009,macrophage dendritic cell progenitor
472,macrophage,,Limb_Muscle,,CL:0000235,macrophage,CL:0002009,macrophage dendritic cell progenitor
473,macrophage,,Brain_Myeloid,,CL:0000235,macrophage,CL:0002009,macrophage dendritic cell progenitor
474,macrophage,CL:0000066,Trachea,lymphocyte of B lineage,CL:0000235,macrophage,CL:0002009,macrophage dendritic cell progenitor
475,macrophage,CL:0002306,Kidney,macrophage,CL:0000235,macrophage,CL:0002009,macrophage dendritic cell progenitor
476,macrophage,,Heart,macrophage,CL:0000235,macrophage,CL:0002009,macrophage dendritic cell progenitor
477,macrophage,CL:0000081,Trachea,lymphocyte of B lineage,CL:0000235,macrophage,CL:0002009,macrophage dendritic cell progenitor
478,macrophage,,Limb_Muscle,new-cluster,CL:0000235,macrophage,CL:0002009,macrophage dendritic cell progenitor
479,macrophage,,Diaphragm,,CL:0000235,macrophage,CL:0002009,macrophage dendritic cell progenitor
480,macrophage,CL:0000236,Limb_Muscle,,CL:0000235,macrophage,CL:0002009,macrophage dendritic cell progenitor
481,macrophage,CL:0000235,Diaphragm,,CL:0000235,macrophage,CL:0002009,macrophage dendritic cell progenitor
482,macrophage,CL:0002035,Marrow,CD4+ macrophage,CL:0000235,macrophage,CL:0002009,macrophage dendritic cell progenitor
483,macrophage,CL:0000594,Limb_Muscle,,CL:0000235,macrophage,CL:0002009,macrophage dendritic cell progenitor
484,macrophage,,Diaphragm,new-cluster,CL:0000235,macrophage,CL:0002009,macrophage dendritic cell progenitor
485,macrophage,CL:0000788,Marrow,CD4+ macrophage,CL:0000235,macrophage,CL:0002009,macrophage dendritic cell progenitor
486,macrophage,,Thymus,macrophage,CL:0000235,macrophage,CL:0002009,macrophage dendritic cell progenitor
487,macrophage,CL:0000084,MAT,,CL:0000235,macrophage,CL:0002009,macrophage dendritic cell progenitor
488,macrophage,,Aorta,leukocyte,CL:0000235,macrophage,CL:0002009,macrophage dendritic cell progenitor
489,macrophage,CL:0000738,Skin,,CL:0000235,macrophage,CL:0002009,macrophage dendritic cell progenitor
490,macrophage,CL:0000235,Limb_Muscle,,CL:0000235,macrophage,CL:0002009,macrophage dendritic cell progenitor
491,macrophage,CL:0000145,Aorta,leukocyte,CL:0000235,macrophage,CL:0002009,macrophage dendritic cell progenitor
492,macrophage,,Aorta,,CL:0000235,macrophage,CL:0002009,macrophage dendritic cell progenitor
493,macrophage,CL:0000763,MAT,,CL:0000235,macrophage,CL:0002009,macrophage dendritic cell progenitor
494,macrophage,,Trachea,lymphocyte of B lineage,CL:0000235,macrophage,CL:0002009,macrophage dendritic cell progenitor
495,macrophage,CL:0000235,Brain_Myeloid,,CL:0000235,macrophage,CL:0002009,macrophage dendritic cell progenitor
496,macrophage,,Brain_Non-Myeloid,,CL:0000235,macrophage,CL:0002009,macrophage dendritic cell progenitor
497,macrophage,,Trachea,,CL:0000235,macrophage,CL:0002009,macrophage dendritic cell progenitor
498,macrophage,,Marrow,CD4+ macrophage,CL:0000235,macrophage,CL:0002009,macrophage dendritic cell progenitor
499,macrophage,,Kidney,macrophage,CL:0000235,macrophage,CL:0002009,macrophage dendritic cell progenitor
500,macrophage,CL:0000235,Marrow,CD4+ macrophage,CL:0000235,macrophage,CL:0002009,macrophage dendritic cell progenitor
501,macrophage,CL:0000081,Trachea,,CL:0000235,macrophage,CL:0002009,macrophage dendritic cell progenitor
502,macrophage,CL:0000235,Kidney,macrophage,CL:0000235,macrophage,CL:0002009,macrophage dendritic cell progenitor
503,macrophage,CL:0000738,Thymus,macrophage,CL:0000235,macrophage,CL:0002009,macrophage dendritic cell progenitor
504,mature NK T cell,,Brain_Non-Myeloid,,CL:0000814,mature NK T cell,,
505,mature NK T cell,CL:0000128,Brain_Non-Myeloid,,CL:0000814,mature NK T cell,,
506,mature NK T cell,,Lung,Natural Killer T Cell,CL:0000814,mature NK T cell,,
507,mature NK T cell,CL:0000623,Liver,,CL:0000814,mature NK T cell,,
508,mature NK T cell,,Liver,,CL:0000814,mature NK T cell,,
509,mature alpha-beta T cell,CL:0000937,Marrow,BM CD8 + CD4 T cell,CL:0000791,mature alpha-beta T cell,,
510,mature alpha-beta T cell,CL:0002048,Marrow,BM CD8 + CD4 T cell,CL:0000791,mature alpha-beta T cell,,
511,mature alpha-beta T cell,CL:0000236,Marrow,BM CD8 + CD4 T cell,CL:0000791,mature alpha-beta T cell,,
512,mature alpha-beta T cell,CL:0000914,Marrow,BM CD8 + CD4 T cell,CL:0000791,mature alpha-beta T cell,,
513,mature alpha-beta T cell,CL:0002420,Marrow,BM CD8 + CD4 T cell,CL:0000791,mature alpha-beta T cell,,
514,mature alpha-beta T cell,CL:0000815,Marrow,BM CD8 + CD4 T cell,CL:0000791,mature alpha-beta T cell,,
515,mature alpha-beta T cell,CL:0000788,Marrow,BM CD8 + CD4 T cell,CL:0000791,mature alpha-beta T cell,,
516,mature alpha-beta T cell,,Marrow,BM CD8 + CD4 T cell,CL:0000791,mature alpha-beta T cell,,
517,medium spiny neuron,,Brain_Non-Myeloid,SPN_Neuron_STR,CL:1001474,medium spiny neuron,,
518,medium spiny neuron,CL:0000540,Brain_Non-Myeloid,SPN_Neuron_STR,CL:1001474,medium spiny neuron,,
519,megakaryocyte-erythroid progenitor cell,CL:0000788,Marrow,megakaryocyte-erythroid progenitor cell,CL:0000050,megakaryocyte-erythroid progenitor cell,CL:0002005;CL:0002006;CL:0000553;CL:0002000;CL:0001066;CL:0000038;CL:0002024;CL:0002003;CL:0002023,"CD34-positive, CD38-positive megakaryocyte erythroid progenitor cell;Kit-positive, CD34-negative megakaryocyte erythroid progenitor cell;megakaryocyte progenitor cell;Kit-positive erythroid progenitor cell;erythroid progenitor cell, mammalian;erythroid progenitor cell;Kit-positive megakaryocyte progenitor cell;CD34-positive, GlyA-negative erythroid progenitor cell;CD34-positive, CD41-positive, CD42-positive megakaryocyte progenitor cell"
520,megakaryocyte-erythroid progenitor cell,,Marrow,megakaryocyte-erythroid progenitor cell,CL:0000050,megakaryocyte-erythroid progenitor cell,CL:0002005;CL:0002006;CL:0000553;CL:0002000;CL:0001066;CL:0000038;CL:0002024;CL:0002003;CL:0002023,"CD34-positive, CD38-positive megakaryocyte erythroid progenitor cell;Kit-positive, CD34-negative megakaryocyte erythroid progenitor cell;megakaryocyte progenitor cell;Kit-positive erythroid progenitor cell;erythroid progenitor cell, mammalian;erythroid progenitor cell;Kit-positive megakaryocyte progenitor cell;CD34-positive, GlyA-negative erythroid progenitor cell;CD34-positive, CD41-positive, CD42-positive megakaryocyte progenitor cell"
521,megakaryocyte-erythroid progenitor cell,CL:0008001,Marrow,megakaryocyte-erythroid progenitor cell,CL:0000050,megakaryocyte-erythroid progenitor cell,CL:0002005;CL:0002006;CL:0000553;CL:0002000;CL:0001066;CL:0000038;CL:0002024;CL:0002003;CL:0002023,"CD34-positive, CD38-positive megakaryocyte erythroid progenitor cell;Kit-positive, CD34-negative megakaryocyte erythroid progenitor cell;megakaryocyte progenitor cell;Kit-positive erythroid progenitor cell;erythroid progenitor cell, mammalian;erythroid progenitor cell;Kit-positive megakaryocyte progenitor cell;CD34-positive, GlyA-negative erythroid progenitor cell;CD34-positive, CD41-positive, CD42-positive megakaryocyte progenitor cell"
522,megakaryocyte-erythroid progenitor cell,CL:0002036,Marrow,megakaryocyte-erythroid progenitor cell,CL:0000050,megakaryocyte-erythroid progenitor cell,CL:0002005;CL:0002006;CL:0000553;CL:0002000;CL:0001066;CL:0000038;CL:0002024;CL:0002003;CL:0002023,"CD34-positive, CD38-positive megakaryocyte erythroid progenitor cell;Kit-positive, CD34-negative megakaryocyte erythroid progenitor cell;megakaryocyte progenitor cell;Kit-positive erythroid progenitor cell;erythroid progenitor cell, mammalian;erythroid progenitor cell;Kit-positive megakaryocyte progenitor cell;CD34-positive, GlyA-negative erythroid progenitor cell;CD34-positive, CD41-positive, CD42-positive megakaryocyte progenitor cell"
523,mesangial cell,CL:0000738,Kidney,mesangial cell,CL:0000650,mesangial cell,CL:1000742;CL:0002173,glomerular mesangial cell;extraglomerular mesangial cell
524,mesangial cell,CL:1000454,Kidney,mesangial cell,CL:0000650,mesangial cell,CL:1000742;CL:0002173,glomerular mesangial cell;extraglomerular mesangial cell
525,mesangial cell,CL:0002306,Kidney,mesangial cell,CL:0000650,mesangial cell,CL:1000742;CL:0002173,glomerular mesangial cell;extraglomerular mesangial cell
526,mesangial cell,,Kidney,mesangial cell,CL:0000650,mesangial cell,CL:1000742;CL:0002173,glomerular mesangial cell;extraglomerular mesangial cell
527,mesangial cell,CL:0000115,Kidney,mesangial cell,CL:0000650,mesangial cell,CL:1000742;CL:0002173,glomerular mesangial cell;extraglomerular mesangial cell
528,mesenchymal stem cell,,Diaphragm,,CL:0000134,mesenchymal stem cell,CL:0002570;CL:0002540;CL:0002568;CL:0002569;CL:2000080;CL:2000079;CL:0002537;CL:0002572;CL:0002571,mesenchymal stem cell of adipose;mesenchymal stem cell of the bone marrow;mesenchymal stem cell of Wharton's jelly;mesenchymal stem cell of umbilical cord;mesenchymal stem cell of abdominal adipose;mesenchymal stem cell of femoral bone marrow;amnion mesenchymal stem cell;vertebral mesenchymal stem cell;hepatic mesenchymal stem cell
529,mesenchymal stem cell,CL:0000594,Limb_Muscle,,CL:0000134,mesenchymal stem cell,CL:0002570;CL:0002540;CL:0002568;CL:0002569;CL:2000080;CL:2000079;CL:0002537;CL:0002572;CL:0002571,mesenchymal stem cell of adipose;mesenchymal stem cell of the bone marrow;mesenchymal stem cell of Wharton's jelly;mesenchymal stem cell of umbilical cord;mesenchymal stem cell of abdominal adipose;mesenchymal stem cell of femoral bone marrow;amnion mesenchymal stem cell;vertebral mesenchymal stem cell;hepatic mesenchymal stem cell
530,mesenchymal stem cell,CL:0000134,Diaphragm,,CL:0000134,mesenchymal stem cell,CL:0002570;CL:0002540;CL:0002568;CL:0002569;CL:2000080;CL:2000079;CL:0002537;CL:0002572;CL:0002571,mesenchymal stem cell of adipose;mesenchymal stem cell of the bone marrow;mesenchymal stem cell of Wharton's jelly;mesenchymal stem cell of umbilical cord;mesenchymal stem cell of abdominal adipose;mesenchymal stem cell of femoral bone marrow;amnion mesenchymal stem cell;vertebral mesenchymal stem cell;hepatic mesenchymal stem cell
531,mesenchymal stem cell,CL:0008011,Diaphragm,,CL:0000134,mesenchymal stem cell,CL:0002570;CL:0002540;CL:0002568;CL:0002569;CL:2000080;CL:2000079;CL:0002537;CL:0002572;CL:0002571,mesenchymal stem cell of adipose;mesenchymal stem cell of the bone marrow;mesenchymal stem cell of Wharton's jelly;mesenchymal stem cell of umbilical cord;mesenchymal stem cell of abdominal adipose;mesenchymal stem cell of femoral bone marrow;amnion mesenchymal stem cell;vertebral mesenchymal stem cell;hepatic mesenchymal stem cell
532,mesenchymal stem cell,CL:0000115,Limb_Muscle,,CL:0000134,mesenchymal stem cell,CL:0002570;CL:0002540;CL:0002568;CL:0002569;CL:2000080;CL:2000079;CL:0002537;CL:0002572;CL:0002571,mesenchymal stem cell of adipose;mesenchymal stem cell of the bone marrow;mesenchymal stem cell of Wharton's jelly;mesenchymal stem cell of umbilical cord;mesenchymal stem cell of abdominal adipose;mesenchymal stem cell of femoral bone marrow;amnion mesenchymal stem cell;vertebral mesenchymal stem cell;hepatic mesenchymal stem cell
533,mesenchymal stem cell,CL:0000134,Limb_Muscle,,CL:0000134,mesenchymal stem cell,CL:0002570;CL:0002540;CL:0002568;CL:0002569;CL:2000080;CL:2000079;CL:0002537;CL:0002572;CL:0002571,mesenchymal stem cell of adipose;mesenchymal stem cell of the bone marrow;mesenchymal stem cell of Wharton's jelly;mesenchymal stem cell of umbilical cord;mesenchymal stem cell of abdominal adipose;mesenchymal stem cell of femoral bone marrow;amnion mesenchymal stem cell;vertebral mesenchymal stem cell;hepatic mesenchymal stem cell
534,mesenchymal stem cell,,Limb_Muscle,,CL:0000134,mesenchymal stem cell,CL:0002570;CL:0002540;CL:0002568;CL:0002569;CL:2000080;CL:2000079;CL:0002537;CL:0002572;CL:0002571,mesenchymal stem cell of adipose;mesenchymal stem cell of the bone marrow;mesenchymal stem cell of Wharton's jelly;mesenchymal stem cell of umbilical cord;mesenchymal stem cell of abdominal adipose;mesenchymal stem cell of femoral bone marrow;amnion mesenchymal stem cell;vertebral mesenchymal stem cell;hepatic mesenchymal stem cell
535,mesenchymal stem cell of adipose,,MAT,mesenchymal progenitor,CL:0002570,mesenchymal stem cell of adipose,CL:2000080,mesenchymal stem cell of abdominal adipose
536,mesenchymal stem cell of adipose,CL:0002570,BAT,mesenchymal progenitor,CL:0002570,mesenchymal stem cell of adipose,CL:2000080,mesenchymal stem cell of abdominal adipose
537,mesenchymal stem cell of adipose,CL:0002570,MAT,mesenchymal progenitor,CL:0002570,mesenchymal stem cell of adipose,CL:2000080,mesenchymal stem cell of abdominal adipose
538,mesenchymal stem cell of adipose,,SCAT,mesenchymal progenitor,CL:0002570,mesenchymal stem cell of adipose,CL:2000080,mesenchymal stem cell of abdominal adipose
539,mesenchymal stem cell of adipose,,BAT,mesenchymal progenitor,CL:0002570,mesenchymal stem cell of adipose,CL:2000080,mesenchymal stem cell of abdominal adipose
540,mesenchymal stem cell of adipose,,GAT,mesenchymal progenitor,CL:0002570,mesenchymal stem cell of adipose,CL:2000080,mesenchymal stem cell of abdominal adipose
541,mesenchymal stem cell of adipose,CL:0002570,SCAT,mesenchymal progenitor,CL:0002570,mesenchymal stem cell of adipose,CL:2000080,mesenchymal stem cell of abdominal adipose
542,mesenchymal stem cell of adipose,CL:0000115,GAT,mesenchymal progenitor,CL:0002570,mesenchymal stem cell of adipose,CL:2000080,mesenchymal stem cell of abdominal adipose
543,mesenchymal stem cell of adipose,CL:0002570,GAT,mesenchymal progenitor,CL:0002570,mesenchymal stem cell of adipose,CL:2000080,mesenchymal stem cell of abdominal adipose
544,microglial cell,CL:0000129,Brain_Myeloid,,CL:0000129,microglial cell,CL:0002628;CL:0002629,immature microglial cell;mature microglial cell
545,microglial cell,CL:0000235,Brain_Myeloid,,CL:0000129,microglial cell,CL:0002628;CL:0002629,immature microglial cell;mature microglial cell
546,microglial cell,,Brain_Non-Myeloid,,CL:0000129,microglial cell,CL:0002628;CL:0002629,immature microglial cell;mature microglial cell
547,microglial cell,,Brain_Myeloid,,CL:0000129,microglial cell,CL:0002628;CL:0002629,immature microglial cell;mature microglial cell
548,monocyte,CL:0000738,Heart,monocyte,CL:0000576,monocyte,,
549,monocyte,CL:0000115,Heart,monocyte,CL:0000576,monocyte,,
550,monocyte,,Heart,monocyte,CL:0000576,monocyte,,
551,monocyte,CL:0000057,Heart,monocyte,CL:0000576,monocyte,,
552,monocyte,CL:0000746,Heart,monocyte,CL:0000576,monocyte,,
553,mucus secreting cell,CL:0000066,Trachea,,CL:0000319,mucus secreting cell,CL:0007019,epidermal mucus secreting cell
554,mucus secreting cell,,Trachea,,CL:0000319,mucus secreting cell,CL:0007019,epidermal mucus secreting cell
555,myeloid cell,CL:0000763,SCAT,,CL:0000763,myeloid cell,,
556,myeloid cell,CL:0000763,BAT,,CL:0000763,myeloid cell,,
557,myeloid cell,CL:0000763,MAT,,CL:0000763,myeloid cell,,
558,myeloid cell,CL:0000115,BAT,,CL:0000763,myeloid cell,,
559,myeloid cell,CL:0000084,BAT,,CL:0000763,myeloid cell,,
560,myeloid cell,CL:0000763,GAT,,CL:0000763,myeloid cell,,
561,myeloid cell,,BAT,,CL:0000763,myeloid cell,,
562,myeloid cell,CL:0002570,BAT,,CL:0000763,myeloid cell,,
563,myeloid cell,,SCAT,,CL:0000763,myeloid cell,,
564,myeloid cell,,GAT,,CL:0000763,myeloid cell,,
565,myeloid cell,,BAT,granulocyte,CL:0000763,myeloid cell,,
566,myeloid cell,CL:0000763,BAT,granulocyte,CL:0000763,myeloid cell,,
567,myeloid cell,,MAT,,CL:0000763,myeloid cell,,
568,myeloid dendritic cell,,Lung,Myeloid Dendritic Type 2,CL:0000782,myeloid dendritic cell,CL:0001057;CL:0002532;CL:0002399;CL:0002394;CL:0002533,"myeloid dendritic cell, human;CD16-positive myeloid dendritic cell;CD1c-positive myeloid dendritic cell;CD141-positive myeloid dendritic cell;immature CD16-positive myeloid dendritic cell"
569,myeloid dendritic cell,CL:0000763,Lung,Myeloid Dendritic Type 2,CL:0000782,myeloid dendritic cell,CL:0001057;CL:0002532;CL:0002399;CL:0002394;CL:0002533,"myeloid dendritic cell, human;CD16-positive myeloid dendritic cell;CD1c-positive myeloid dendritic cell;CD141-positive myeloid dendritic cell;immature CD16-positive myeloid dendritic cell"
570,myeloid dendritic cell,CL:0000763,Lung,Myeloid Dendritic Type 1,CL:0000782,myeloid dendritic cell,CL:0001057;CL:0002532;CL:0002399;CL:0002394;CL:0002533,"myeloid dendritic cell, human;CD16-positive myeloid dendritic cell;CD1c-positive myeloid dendritic cell;CD141-positive myeloid dendritic cell;immature CD16-positive myeloid dendritic cell"
571,myeloid dendritic cell,,Lung,Myeloid Dendritic Type 1,CL:0000782,myeloid dendritic cell,CL:0001057;CL:0002532;CL:0002399;CL:0002394;CL:0002533,"myeloid dendritic cell, human;CD16-positive myeloid dendritic cell;CD1c-positive myeloid dendritic cell;CD141-positive myeloid dendritic cell;immature CD16-positive myeloid dendritic cell"
572,myeloid leukocyte,,Liver,,CL:0000766,myeloid leukocyte,,
573,myeloid leukocyte,CL:0000091,Liver,,CL:0000766,myeloid leukocyte,,
574,myeloid leukocyte,CL:0000236,Liver,,CL:0000766,myeloid leukocyte,,
575,naive B cell,CL:0000816,Marrow,naïve B cell,CL:0000788,naive B cell,CL:0002101;CL:0002102;CL:0002109;CL:0002110,CD38-positive naive B cell;CD38-negative naive B cell;B220-positive CD38-positive naive B cell;B220-low CD38-positive naive B cell
576,naive B cell,CL:0000094,Marrow,naïve B cell,CL:0000788,naive B cell,CL:0002101;CL:0002102;CL:0002109;CL:0002110,CD38-positive naive B cell;CD38-negative naive B cell;B220-positive CD38-positive naive B cell;B220-low CD38-positive naive B cell
577,naive B cell,CL:0000788,Marrow,naïve B cell,CL:0000788,naive B cell,CL:0002101;CL:0002102;CL:0002109;CL:0002110,CD38-positive naive B cell;CD38-negative naive B cell;B220-positive CD38-positive naive B cell;B220-low CD38-positive naive B cell
578,naive B cell,CL:0002048,Marrow,naïve B cell,CL:0000788,naive B cell,CL:0002101;CL:0002102;CL:0002109;CL:0002110,CD38-positive naive B cell;CD38-negative naive B cell;B220-positive CD38-positive naive B cell;B220-low CD38-positive naive B cell
579,naive B cell,,Marrow,naïve B cell,CL:0000788,naive B cell,CL:0002101;CL:0002102;CL:0002109;CL:0002110,CD38-positive naive B cell;CD38-negative naive B cell;B220-positive CD38-positive naive B cell;B220-low CD38-positive naive B cell
580,neuroepithelial cell,,Brain_Non-Myeloid,,CL:0002259,neuroepithelial stem cell,,
581,neuroepithelial cell,CL:0000127,Brain_Non-Myeloid,,CL:0002259,neuroepithelial stem cell,,
582,neuron,,Brain_Non-Myeloid,Granular_Neuron_CB_Gabra6,CL:0000540,neuron,CL:0000006;CL:0002609;CL:0002611;CL:0002612;CL:0000555;CL:0002614;CL:0012001;CL:0000029,neuronal receptor cell;neuron of cerebral cortex;neuron of the dorsal spinal cord;neuron of the ventral spinal cord;neuronal brush cell;neuron of the substantia nigra;neuron of the forebrain;neuron neural crest derived
583,neuron,CL:0000127,Brain_Non-Myeloid,,CL:0000540,neuron,CL:0000006;CL:0002609;CL:0002611;CL:0002612;CL:0000555;CL:0002614;CL:0012001;CL:0000029,neuronal receptor cell;neuron of cerebral cortex;neuron of the dorsal spinal cord;neuron of the ventral spinal cord;neuronal brush cell;neuron of the substantia nigra;neuron of the forebrain;neuron neural crest derived
584,neuron,,Brain_Non-Myeloid,,CL:0000540,neuron,CL:0000006;CL:0002609;CL:0002611;CL:0002612;CL:0000555;CL:0002614;CL:0012001;CL:0000029,neuronal receptor cell;neuron of cerebral cortex;neuron of the dorsal spinal cord;neuron of the ventral spinal cord;neuronal brush cell;neuron of the substantia nigra;neuron of the forebrain;neuron neural crest derived
585,neuron,CL:0000128,Brain_Non-Myeloid,,CL:0000540,neuron,CL:0000006;CL:0002609;CL:0002611;CL:0002612;CL:0000555;CL:0002614;CL:0012001;CL:0000029,neuronal receptor cell;neuron of cerebral cortex;neuron of the dorsal spinal cord;neuron of the ventral spinal cord;neuronal brush cell;neuron of the substantia nigra;neuron of the forebrain;neuron neural crest derived
586,neuron,CL:0000540,Brain_Non-Myeloid,,CL:0000540,neuron,CL:0000006;CL:0002609;CL:0002611;CL:0002612;CL:0000555;CL:0002614;CL:0012001;CL:0000029,neuronal receptor cell;neuron of cerebral cortex;neuron of the dorsal spinal cord;neuron of the ventral spinal cord;neuronal brush cell;neuron of the substantia nigra;neuron of the forebrain;neuron neural crest derived
